label,message,message_2
0,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?","Привет, любовь моя. Что ты делаешь? Вы пришли на это интервью сегодня? ты счастлив? Ты хороший мальчик? Ты думаешь обо мне? Ты скучаешь по мне?"
1,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,"Объявление службы поддержки клиентов. Вас ждет новогодняя посылка. Пожалуйста, позвоните 07046744435 сейчас, чтобы договориться о доставке"
1,You are a winner U have been specially selected 2 receive пїЅ1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,Вы - победитель Вы были специально выбраны 2 получите 1000 евро наличными или 4 * отпуск (включая перелеты) поговорите с оператором в прямом эфире 2 заявка 0871277810810
0,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,"Держи себя в безопасности для меня, потому что ты мне нужен, и я уже скучаю по тебе, и я завидую всем, кто видит тебя в реальной жизни."
0,New car and house for my parents.:)i have only new job in hand:),Новая машина и дом для моих родителей.:)У меня в запасе только новая работа:)
0,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,"Я так влюблен в тебя. Я взволнован каждый день, который я провожу с тобой. Ты делаешь меня таким счастливым."
1,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,"-ПОЖАЛУЙСТА, СТОП bootydelious (32/F) приглашает вас стать ее другом. Ответьте YES-434 или NO-434 См. ее: www.SMS.ac/u/bootydelious СТОП? Отправьте STOP FRND на номер 62468."
1,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu","Заказ BangBabes Ur уже в пути. U ДОЛЖЕН получить Service Msg 2 загрузить содержимое UR. Если вы этого не сделаете, GoTo wap. бах. тв на UR мобильный интернет/меню услуг"
0,I place all ur points on e cultures module already.,Я уже разместил все ваши точки в модуле электронных культур.
1,URGENT! We are trying to contact you. Last weekends draw shows that you have won a пїЅ900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,"СРОЧНЫЙ! Мы пытаемся связаться с вами. Розыгрыш прошлых выходных показывает, что вы выиграли ГАРАНТИРОВАННЫЙ приз в размере 900 фунтов стерлингов. Звоните 09061701939. Код заявки S89. Действует только 12 часов"
0,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?","Привет друг, как лучше всего избежать недопонимания с любимым человеком?"
